age,education,marital-status,occupation,relationship,race,sex
28,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female
29,11th,Divorced,Craft-repair,Unmarried,White,Female
43,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
23,Some-college,Never-married,Tech-support,Own-child,White,Male
32,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
33,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female
45,HS-grad,Divorced,Other-service,Not-in-family,Black,Female
48,HS-grad,Divorced,Craft-repair,Unmarried,White,Male
43,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
50,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
63,Bachelors,Never-married,Tech-support,Not-in-family,White,Male
55,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
22,Bachelors,Never-married,Exec-managerial,Own-child,White,Female
32,HS-grad,Never-married,Other-service,Unmarried,White,Male
27,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male
22,Bachelors,Never-married,Sales,Own-child,White,Female
44,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male
34,HS-grad,Separated,Other-service,Not-in-family,White,Female
28,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female
40,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female
45,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
17,10th,Never-married,Other-service,Own-child,White,Male
53,12th,Married-civ-spouse,Craft-repair,Husband,White,Male
58,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male
55,HS-grad,Never-married,Craft-repair,Own-child,White,Male
44,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male
40,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
58,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male
38,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
62,9th,Never-married,Priv-house-serv,Not-in-family,Black,Female
31,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
31,11th,Married-civ-spouse,Craft-repair,Husband,White,Male
30,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male
37,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
38,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
58,12th,Married-civ-spouse,Farming-fishing,Husband,White,Male
30,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
28,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female
46,Some-college,Divorced,Exec-managerial,Unmarried,White,Female
34,Bachelors,Never-married,Tech-support,Not-in-family,White,Female
39,Some-college,Divorced,Craft-repair,Not-in-family,White,Male
61,Some-college,Widowed,Sales,Not-in-family,White,Female
30,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,Female
31,HS-grad,Separated,Other-service,Not-in-family,White,Female
21,HS-grad,Never-married,Adm-clerical,Own-child,White,Male
50,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
47,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male
20,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
23,Bachelors,Never-married,Other-service,Own-child,White,Female
46,1st-4th,Separated,Other-service,Not-in-family,White,Female
20,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
33,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
30,Some-college,Never-married,Adm-clerical,Unmarried,White,Female
43,Some-college,Divorced,Protective-serv,Unmarried,White,Female
23,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male
34,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
25,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male
50,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female
44,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female
26,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female
35,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female
48,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male
26,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male
41,Masters,Divorced,Prof-specialty,Unmarried,White,Female
25,Bachelors,Never-married,Other-service,Own-child,White,Male
33,Assoc-voc,Never-married,Prof-specialty,Unmarried,White,Female
24,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female
31,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female
24,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Female
41,9th,Never-married,Priv-house-serv,Unmarried,White,Female
38,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
19,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
19,HS-grad,Never-married,Adm-clerical,Own-child,White,Male
24,HS-grad,Never-married,Other-service,Not-in-family,White,Male
59,Bachelors,Married-civ-spouse,?,Husband,White,Male
67,Masters,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male
49,10th,Divorced,Machine-op-inspct,Not-in-family,Black,Male
35,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male
44,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
58,Some-college,Married-civ-spouse,?,Husband,White,Male
22,Assoc-acdm,Never-married,Protective-serv,Own-child,White,Male
21,Some-college,Never-married,Exec-managerial,Own-child,White,Male
50,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
44,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male
36,Some-college,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male
30,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male
52,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
35,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
48,Assoc-voc,Never-married,Protective-serv,Unmarried,White,Male
23,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
37,Masters,Never-married,Sales,Not-in-family,White,Male
44,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
44,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
36,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male
26,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
31,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
23,HS-grad,Never-married,?,Own-child,Black,Male
29,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
53,HS-grad,Widowed,Craft-repair,Unmarried,Black,Female
52,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male
55,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
31,10th,Married-civ-spouse,Sales,Husband,White,Male
19,HS-grad,Never-married,?,Not-in-family,White,Female
64,HS-grad,Widowed,?,Not-in-family,White,Female
55,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
48,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,HS-grad,Never-married,Craft-repair,Own-child,White,Female
50,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female
45,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
17,10th,Never-married,Handlers-cleaners,Other-relative,White,Male
38,HS-grad,Divorced,Other-service,Not-in-family,White,Female
43,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female
22,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
63,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female
36,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
56,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
43,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Black,Male
41,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male
41,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
36,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male
59,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male
46,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male
23,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
46,Some-college,Separated,Prof-specialty,Not-in-family,White,Male
53,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male
47,HS-grad,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male
46,Masters,Never-married,Prof-specialty,Not-in-family,White,Female
47,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
29,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
32,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female
90,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
63,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male
23,Assoc-voc,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male
76,Bachelors,Married-civ-spouse,?,Husband,White,Male
23,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female
44,Some-college,Married-civ-spouse,Adm-clerical,Wife,Other,Female
81,10th,Married-civ-spouse,Exec-managerial,Wife,White,Female
17,10th,Never-married,Other-service,Own-child,Black,Female
56,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male
58,10th,Married-civ-spouse,Craft-repair,Husband,White,Male
45,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male
25,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
36,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female
32,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female
25,HS-grad,Never-married,Other-service,Other-relative,White,Male
29,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male
23,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male
41,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
48,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male
29,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
27,Masters,Never-married,?,Unmarried,Asian-Pac-Islander,Male
55,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
30,11th,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male
45,Some-college,Widowed,Other-service,Unmarried,Black,Female
50,HS-grad,Divorced,Craft-repair,Own-child,White,Male
22,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
80,HS-grad,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female
30,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
20,Some-college,Never-married,Sales,Own-child,White,Female
29,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
56,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
63,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male
20,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
38,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female
31,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
21,Some-college,Never-married,Sales,Own-child,White,Male
47,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
25,Bachelors,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female
31,Some-college,Separated,Adm-clerical,Unmarried,Black,Female
28,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female
38,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
30,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male
39,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
27,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female
26,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female
47,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female
27,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
43,Some-college,Married-civ-spouse,Protective-serv,Husband,Other,Male
32,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
20,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male
21,12th,Never-married,Handlers-cleaners,Unmarried,Black,Female
32,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male
37,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,Black,Male
45,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male
37,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male
54,9th,Divorced,?,Not-in-family,White,Female
24,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
28,11th,Never-married,?,Not-in-family,White,Male
23,Some-college,Never-married,Farming-fishing,Own-child,White,Male
54,HS-grad,Married-civ-spouse,?,Husband,White,Male
40,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
38,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
71,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
51,Some-college,Divorced,Adm-clerical,Unmarried,White,Female
52,Some-college,Never-married,Adm-clerical,Unmarried,White,Male
30,Bachelors,Never-married,Sales,Not-in-family,White,Female
34,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
38,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female
43,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female
43,11th,Never-married,Transport-moving,Not-in-family,White,Male
36,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male
24,Some-college,Never-married,Adm-clerical,Own-child,White,Female
29,1st-4th,Never-married,?,Own-child,Asian-Pac-Islander,Male
55,10th,Married-civ-spouse,Other-service,Wife,Black,Female
51,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
43,HS-grad,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female
28,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male
54,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male
47,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
47,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
47,Some-college,Married-civ-spouse,Other-service,Husband,White,Male
38,Some-college,Never-married,Adm-clerical,Unmarried,White,Female
60,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male
19,HS-grad,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female
22,Some-college,Never-married,Adm-clerical,Own-child,Black,Female
55,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
44,Some-college,Separated,Sales,Other-relative,Black,Female
53,1st-4th,Married-civ-spouse,Exec-managerial,Husband,White,Male
44,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female
28,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male
30,Some-college,Never-married,Transport-moving,Unmarried,Black,Female
39,HS-grad,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female
43,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female
24,Bachelors,Never-married,Sales,Other-relative,White,Female
27,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male
64,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male
41,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male
28,HS-grad,Never-married,Transport-moving,Own-child,White,Male
61,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male
27,11th,Divorced,Machine-op-inspct,Unmarried,White,Female
49,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female
20,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
41,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female
28,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
36,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male
44,Bachelors,Divorced,Craft-repair,Own-child,White,Male
51,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female
40,Some-college,Divorced,Prof-specialty,Unmarried,Black,Female
19,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female
54,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female
55,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male
57,Assoc-voc,Widowed,Prof-specialty,Not-in-family,White,Female
29,Some-college,Separated,Priv-house-serv,Not-in-family,White,Female
51,HS-grad,Divorced,Sales,Unmarried,White,Female
44,HS-grad,Divorced,Other-service,Not-in-family,White,Male
35,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male
40,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male
46,7th-8th,Separated,Other-service,Not-in-family,White,Female
25,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
33,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
32,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Female
22,HS-grad,Never-married,Tech-support,Not-in-family,White,Female
39,Some-college,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female
18,HS-grad,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male
43,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female
46,HS-grad,Never-married,Tech-support,Other-relative,White,Male
63,Some-college,Married-civ-spouse,Sales,Husband,White,Male
40,Some-college,Married-civ-spouse,?,Husband,White,Male
59,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
40,Masters,Never-married,Prof-specialty,Not-in-family,White,Female
23,HS-grad,Never-married,Other-service,Own-child,White,Male
64,HS-grad,Married-civ-spouse,?,Husband,White,Male
36,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male
48,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female
43,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female
18,10th,Never-married,Other-service,Own-child,White,Female
17,11th,Never-married,Craft-repair,Own-child,White,Male
36,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
53,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
36,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female
20,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male
22,Bachelors,Never-married,Sales,Not-in-family,White,Female
34,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
39,11th,Divorced,Other-service,Own-child,White,Male
57,Some-college,Widowed,Other-service,Not-in-family,White,Female
30,10th,Divorced,Other-service,Unmarried,White,Female
37,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
51,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
